,Name,Database_ID
837,NUP133,ENSP00000261396
838,CORO1C,ENSP00000261401
839,VWF,ENSP00000261405
840,LPCAT3,ENSP00000261407
841,MRPS27,ENSP00000261413
842,CERT1,ENSP00000261415
843,HEXB,ENSP00000261416
844,RFC1,ENSP00000261424
845,UBE2K,ENSP00000261427
846,TBC1D1,ENSP00000261439
847,PPP2R5A,ENSP00000261461
848,PSMA6,ENSP00000261479
849,MAN2A1,ENSP00000261483
850,SPECC1,ENSP00000261503
851,SNW1,ENSP00000261531
852,DSG2,ENSP00000261590
853,THOC1,ENSP00000261600
854,USP14,ENSP00000261601
855,DPEP1,ENSP00000261615
856,CYBA,ENSP00000261623
857,ARL1,ENSP00000261636
858,UTP20,ENSP00000261637
859,TTC19,ENSP00000261647
860,KPNA3,ENSP00000261667
861,CAB39L,ENSP00000261669
862,RTRAF,ENSP00000261700
863,UTP6,ENSP00000261708
864,PSMD11,ENSP00000261712
865,BLMH,ENSP00000261714
866,ALDH2,ENSP00000261733
867,ERP29,ENSP00000261735
868,ANKRD13A,ENSP00000261739
869,RBM19,ENSP00000261741
870,NAA25,ENSP00000261745
871,FAH,ENSP00000261755
872,MESD,ENSP00000261758
873,AARS1,ENSP00000261772
874,VAC14,ENSP00000261776
875,PDGFRB,ENSP00000261799
876,PFDN1,ENSP00000261813
877,MYO5C,ENSP00000261839
878,GLCE,ENSP00000261858
879,EIF3J,ENSP00000261868
880,HACD3,ENSP00000261875
881,AAGAB,ENSP00000261880
882,CILP,ENSP00000261883
883,TRIP4,ENSP00000261884
884,DAPK2,ENSP00000261891
885,LACTB,ENSP00000261893
886,NEO1,ENSP00000261908
887,FAF2,ENSP00000261942
888,TUBGCP3,ENSP00000261965
889,RBM25,ENSP00000261973
890,LTBP2,ENSP00000261978
891,SPAG9,ENSP00000262013
892,MARS1,ENSP00000262027
893,ATP5F1B,ENSP00000262030
894,PTGES3,ENSP00000262033
895,PIK3C3,ENSP00000262039
896,ATF1,ENSP00000262053
897,EIF4B,ENSP00000262056
898,COPZ1,ENSP00000262061
899,NUP153,ENSP00000262077
900,FECH,ENSP00000262093
901,RAB27B,ENSP00000262094
902,MSR1,ENSP00000262101
903,MCM4,ENSP00000262105
904,SEH1L,ENSP00000262124
905,LPCAT2,ENSP00000262134
906,RNMT,ENSP00000262173
907,DNAJB6,ENSP00000262177
908,RHEB,ENSP00000262187
909,PSMB1,ENSP00000262193
910,TRAM1,ENSP00000262213
911,ARFGEF1,ENSP00000262215
912,ANXA13,ENSP00000262219
913,TMED2,ENSP00000262225
914,EML1,ENSP00000262233
915,YY1,ENSP00000262238
916,RCOR1,ENSP00000262241
917,PIH1D1,ENSP00000262265
918,SCPEP1,ENSP00000262288
919,VMP1,ENSP00000262291
920,LMF1,ENSP00000262301
921,NUBP2,ENSP00000262302
922,TELO2,ENSP00000262319
923,ALG1,ENSP00000262374
924,DNAJA3,ENSP00000262375
925,SLC4A1,ENSP00000262418
926,COTL1,ENSP00000262428
927,MLYCD,ENSP00000262430
928,MAP2K4,ENSP00000262445
929,ERP44,ENSP00000262455
930,SLC12A2,ENSP00000262461
931,FBN2,ENSP00000262464
932,GNAO1,ENSP00000262493
933,CFAP20,ENSP00000262498
934,CSNK2A2,ENSP00000262506
935,COQ9,ENSP00000262507
936,SEC23B,ENSP00000262544
937,OGN,ENSP00000262551
938,SPTLC1,ENSP00000262554
939,CHCHD3,ENSP00000262570
940,GSDMD,ENSP00000262580
941,RPL8,ENSP00000262584
942,SLC9A3R1,ENSP00000262613
943,RBM42,ENSP00000262633
944,IMPAD1,ENSP00000262644
945,RAB2A,ENSP00000262646
946,ITCH,ENSP00000262650
947,CDKN2C,ENSP00000262662
948,NRDC,ENSP00000262679
949,POF1B,ENSP00000262753
950,TIMP2,ENSP00000262768
951,LGALS3BP,ENSP00000262776
952,UPF1,ENSP00000262803
953,COPE,ENSP00000262812
954,ACSL4,ENSP00000262835
955,HUWE1,ENSP00000262854
956,BPI,ENSP00000262865
957,RALGAPB,ENSP00000262879
958,XRCC1,ENSP00000262887
959,PAFAH1B3,ENSP00000262890
960,ARPC1A,ENSP00000262942
961,MYDGF,ENSP00000262947
962,MAP2K2,ENSP00000262948
963,CSE1L,ENSP00000262982
964,INPP4B,ENSP00000262992
965,GAB1,ENSP00000262994
966,MAPK3,ENSP00000263025
967,DHTKD1,ENSP00000263035
968,OPTN,ENSP00000263036
969,MTPAP,ENSP00000263063
970,CNN2,ENSP00000263097
971,A1BG,ENSP00000263100
972,CCDC6,ENSP00000263102
973,WDR37,ENSP00000263150
974,CAPZA1,ENSP00000263168
975,UFD1,ENSP00000263202
976,PPM1F,ENSP00000263212
977,UBE2R2,ENSP00000263228
978,ACTR3,ENSP00000263238
979,DDX18,ENSP00000263239
980,ARFGAP3,ENSP00000263245
981,PACSIN2,ENSP00000263246
982,BAX,ENSP00000263262
983,AP2S1,ENSP00000263270
984,LIG1,ENSP00000263274
985,OPA3,ENSP00000263275
986,GYS1,ENSP00000263276
987,EHD2,ENSP00000263277
988,STRN4,ENSP00000263280
989,TCF25,ENSP00000263346
990,NAPA,ENSP00000263354
991,BLVRB,ENSP00000263368
992,BRD4,ENSP00000263377
993,ILVBL,ENSP00000263383
994,COMMD9,ENSP00000263401
995,C9,ENSP00000263408
996,C6,ENSP00000263413
997,PPP1R12C,ENSP00000263433
998,WDR11,ENSP00000263461
999,PARP12,ENSP00000263549
1000,P4HA1,ENSP00000263556
1001,VPS26A,ENSP00000263559
1002,APLP2,ENSP00000263574
1003,FOXRED1,ENSP00000263578
1004,DCPS,ENSP00000263579
1005,SIAE,ENSP00000263593
1006,ELANE,ENSP00000263621
1007,MTIF2,ENSP00000263629
1008,CD81,ENSP00000263645
1009,PNO1,ENSP00000263657
1010,SPCS2,ENSP00000263672
1011,ARHGEF17,ENSP00000263674
1012,SNRNP40,ENSP00000263694
1013,DNAJC8,ENSP00000263697
1014,MECR,ENSP00000263702
1015,CLASP1,ENSP00000263710
1016,FAM20B,ENSP00000263733
1017,EPCAM,ENSP00000263735
1018,SRBD1,ENSP00000263736
1019,FNBP4,ENSP00000263773
1020,NDUFS3,ENSP00000263774
1021,CHMP2B,ENSP00000263780
1022,TP53BP1,ENSP00000263801
1023,OSBP,ENSP00000263847
1024,ZC2HC1A,ENSP00000263849
1025,CHMP3,ENSP00000263856
1026,POLR1A,ENSP00000263857
1027,VAMP8,ENSP00000263864
1028,CAPG,ENSP00000263867
1029,STAM2,ENSP00000263904
1030,STRN,ENSP00000263918
1031,MFN1,ENSP00000263969
1032,GATB,ENSP00000263985
1033,CTCF,ENSP00000264010
1034,ARCN1,ENSP00000264028
1035,CBL,ENSP00000264033
1036,MCAM,ENSP00000264036
1037,GPC1,ENSP00000264039
1038,FARP2,ENSP00000264042
1039,SP100,ENSP00000264052
1040,DNAJC10,ENSP00000264065
1041,TUBB4A,ENSP00000264071
1042,DGUOK,ENSP00000264093
1043,HAT1,ENSP00000264108
1044,LAMC2,ENSP00000264144
1045,MCM6,ENSP00000264156
1046,RAB3GAP1,ENSP00000264158
1047,DARS1,ENSP00000264161
1048,AGPS,ENSP00000264167
1049,NID1,ENSP00000264187
1050,ECE1,ENSP00000264205
1051,PPAT,ENSP00000264220
1052,PAICS,ENSP00000264221
1053,NOA1,ENSP00000264230
1054,GSK3B,ENSP00000264235
1055,PDCL3,ENSP00000264254
1056,TXNDC9,ENSP00000264255
1057,RPL31,ENSP00000264258
1058,LXN,ENSP00000264265
1059,MFSD1,ENSP00000264266
1060,CASP8,ENSP00000264275
1061,NOP58,ENSP00000264279
1062,OCIAD1,ENSP00000264312
1063,SLAIN2,ENSP00000264313
1064,YWHAE,ENSP00000264335
1065,COPS4,ENSP00000264389
1066,CUL3,ENSP00000264414
1067,GUCY1B1,ENSP00000264424
1068,RAPGEF2,ENSP00000264431
1069,ZNF638,ENSP00000264447
1070,SLC30A9,ENSP00000264451
1071,SLC4A4,ENSP00000264485
1072,FGF2,ENSP00000264498
1073,RBBP5,ENSP00000264515
1074,MLPH,ENSP00000264605
1075,CP,ENSP00000264613
1076,PSMD3,ENSP00000264639
1077,STAT3,ENSP00000264657
1078,NNT,ENSP00000264663
1079,NSUN2,ENSP00000264670
1080,UFSP2,ENSP00000264689
1081,KLKB1,ENSP00000264690
1082,CAD,ENSP00000264705
1083,RAB10,ENSP00000264710
1084,GTF3C2,ENSP00000264720
1085,MMRN1,ENSP00000264790
1086,HOOK2,ENSP00000264827
1087,COL5A3,ENSP00000264828
1088,ICAM1,ENSP00000264832
1089,F13A1,ENSP00000264870
1090,NUP54,ENSP00000264883
1091,SEPTIN11,ENSP00000264893
1092,SCARB2,ENSP00000264896
1093,ANXA3,ENSP00000264908
1094,ARSB,ENSP00000264914
1095,SLC12A7,ENSP00000264930
1096,SDHA,ENSP00000264932
1097,PDCD6,ENSP00000264933
1098,XRN1,ENSP00000264951
1099,GRPEL1,ENSP00000264954
1100,LMAN2L,ENSP00000264963
1101,CDV3,ENSP00000264993
1102,MRPL3,ENSP00000264995
1103,GALNT7,ENSP00000265000
1104,BST1,ENSP00000265016
1105,DNAJB11,ENSP00000265028
1106,SSR3,ENSP00000265044
1107,MCM2,ENSP00000265056
1108,RAB7A,ENSP00000265062
1109,ZFR,ENSP00000265069
1110,GOLPH3,ENSP00000265070
1111,SUB1,ENSP00000265073
1112,VCAN,ENSP00000265077
1113,MSH3,ENSP00000265081
1114,THOC3,ENSP00000265097
1115,RPL26L1,ENSP00000265100
1116,RAI14,ENSP00000265109
1117,TARS1,ENSP00000265112
1118,TNC,ENSP00000265131
1119,AMBP,ENSP00000265132
1120,CASP6,ENSP00000265164
1121,PAPSS1,ENSP00000265174
1122,SEC24B,ENSP00000265175
1123,LSG1,ENSP00000265245
1124,PCNP,ENSP00000265260
1125,SSBP1,ENSP00000265304
1126,PECR,ENSP00000265322
1127,VDAC1,ENSP00000265333
1128,XPO5,ENSP00000265351
1129,NRP1,ENSP00000265371
1130,TNPO3,ENSP00000265388
1131,TAX1BP1,ENSP00000265393
1132,CPVL,ENSP00000265394
1133,HIBADH,ENSP00000265395
1134,POLB,ENSP00000265421
1135,NBN,ENSP00000265433
1136,ANXA11,ENSP00000265447
1137,PRDX5,ENSP00000265462
1138,MGST2,ENSP00000265498
1139,BLVRA,ENSP00000265523
1140,USP4,ENSP00000265560
1141,PTPN23,ENSP00000265562
1142,PRKAR2A,ENSP00000265563
1143,EXOSC7,ENSP00000265564
1144,MCCC1,ENSP00000265594
1145,SLC25A13,ENSP00000265631
1146,CPT1A,ENSP00000265641
1147,TCIRG1,ENSP00000265686
1148,PRKAR2B,ENSP00000265717
1149,ABCB1,ENSP00000265724
1150,CDK6,ENSP00000265734
1151,EIF4H,ENSP00000265753
1152,SMARCA2,ENSP00000265773
1153,SH2D4A,ENSP00000265807
1154,ACAT1,ENSP00000265838
1155,ADAP1,ENSP00000265846
1156,MAD1L1,ENSP00000265854
1157,HNRNPH3,ENSP00000265866
1158,CCAR1,ENSP00000265872
1159,REXO2,ENSP00000265881
1160,PIK3C2A,ENSP00000265970
1161,HPX,ENSP00000265983
1162,BTAF1,ENSP00000265990
1163,GLT8D1,ENSP00000266014
1164,RBM6,ENSP00000266022
1165,ITIH4,ENSP00000266041
1166,GID8,ENSP00000266069
1167,DIDO1,ENSP00000266070
1168,PRPF6,ENSP00000266079
1169,TIMP3,ENSP00000266085
1170,FBXO7,ENSP00000266087
1171,EIF2B2,ENSP00000266126
1172,NDUFA9,ENSP00000266544
1173,TAPBPL,ENSP00000266556
1174,CPSF6,ENSP00000266679
1175,TMTC3,ENSP00000266712
1176,LUM,ENSP00000266718
1177,TMPO,ENSP00000266732
1178,SNRPF,ENSP00000266735
1179,CDK2,ENSP00000266970
1180,SUOX,ENSP00000266971
1181,SMARCC2,ENSP00000267064
1182,C12orf10,ENSP00000267103
1183,RB1,ENSP00000267163
1184,SBNO1,ENSP00000267176
1185,VPS37B,ENSP00000267202
1186,MBNL2,ENSP00000267287
1187,RAB20,ENSP00000267328
1188,NOP9,ENSP00000267425
1189,L2HGDH,ENSP00000267436
1190,ITPK1,ENSP00000267615
1191,TRIP11,ENSP00000267622
1192,EMC4,ENSP00000267750
1193,MFAP1,ENSP00000267812
1194,SORD,ENSP00000267814
1195,SLC27A2,ENSP00000267842
1196,SRP14,ENSP00000267884
1197,COMMD4,ENSP00000267935
1198,WDR61,ENSP00000267973
1199,MAN2C1,ENSP00000267978
1200,PML,ENSP00000268058
1201,HEXA,ENSP00000268097
1202,SCAMP2,ENSP00000268099
1203,MFGE8,ENSP00000268150
1204,IQGAP1,ENSP00000268182
1205,EFL1,ENSP00000268206
1206,SEC11A,ENSP00000268220
1207,ABAT,ENSP00000268251
1208,PMM2,ENSP00000268261
1209,ITGAX,ENSP00000268296
1210,UQCRC2,ENSP00000268379
1211,DHX38,ENSP00000268482
1212,CDH11,ENSP00000268603
1213,CDH13,ENSP00000268613
1214,NDUFB10,ENSP00000268668
1215,GALNS,ENSP00000268695
1216,NCOR1,ENSP00000268712
1217,COPS3,ENSP00000268717
1218,NOB1,ENSP00000268802
1219,PRPSAP2,ENSP00000268835
1220,PCTP,ENSP00000268896
1221,CLTC,ENSP00000269122
1222,AFG3L2,ENSP00000269143
1223,IMPA2,ENSP00000269159
1224,GALNT1,ENSP00000269195
1225,RMC1,ENSP00000269221
1226,NPC1,ENSP00000269228
1227,MYH10,ENSP00000269243
1228,ARRB2,ENSP00000269260
1229,ARHGDIA,ENSP00000269321
1230,FN3KRP,ENSP00000269373
1231,MBD1,ENSP00000269468
1232,ERBB2,ENSP00000269571
1233,IGFBP4,ENSP00000269593
1234,TXNL4A,ENSP00000269601
1235,AKAP8,ENSP00000269701
1236,PFKL,ENSP00000269848
1237,SH3GL1,ENSP00000269886
1238,ARMC6,ENSP00000269932
1239,SMG9,ENSP00000270066
1240,SCYL1,ENSP00000270176
1241,AKT1,ENSP00000270202
1242,SAE1,ENSP00000270225
1243,BCAM,ENSP00000270233
1244,EPN1,ENSP00000270460
1245,FBN3,ENSP00000270509
1246,ECSIT,ENSP00000270517
1247,TIMM44,ENSP00000270538
1248,PSMB6,ENSP00000270586
1249,RPS11,ENSP00000270625
1250,RCN3,ENSP00000270645
1251,PGD,ENSP00000270776
1252,SH3BGRL3,ENSP00000270792
1253,FCN3,ENSP00000270879
1254,TINAGL1,ENSP00000271064
1255,FNBP1L,ENSP00000271234
1256,CTTNBP2NL,ENSP00000271277
1257,PSMA5,ENSP00000271308
1258,CD53,ENSP00000271324
1259,MPC2,ENSP00000271373
1260,PRCC,ENSP00000271526
1261,PRUNE1,ENSP00000271620
1262,SF3B4,ENSP00000271628
1263,CGN,ENSP00000271636
1264,S100A11,ENSP00000271638
1265,ADAMTSL4,ENSP00000271643
1266,CERS2,ENSP00000271688
1267,POGZ,ENSP00000271715
1268,GOLPH3L,ENSP00000271732
1269,EIF2D,ENSP00000271764
1270,ACP1,ENSP00000272065
1271,LBR,ENSP00000272163
1272,EPHX1,ENSP00000272167
1273,ARL8A,ENSP00000272217
1274,PDIA6,ENSP00000272227
1275,RHOB,ENSP00000272233
1276,GALM,ENSP00000272252
1277,SNRPG,ENSP00000272348
1278,MRPS5,ENSP00000272418
1279,TPRKB,ENSP00000272424
1280,EXOC6B,ENSP00000272427
1281,RTKN,ENSP00000272430
1282,RALB,ENSP00000272519
1283,UBXN4,ENSP00000272638
1284,POLR2D,ENSP00000272645
1285,SCRN3,ENSP00000272732
1286,WIPF1,ENSP00000272746
1287,LNPK,ENSP00000272748
1288,NRP2,ENSP00000272849
1289,COPS7B,ENSP00000272995
1290,RAB5A,ENSP00000273047
1291,CNOT9,ENSP00000273064
1292,DNPEP,ENSP00000273075
1293,DYNC1LI1,ENSP00000273130
1294,ARL6IP5,ENSP00000273258
1295,ITIH1,ENSP00000273283
1296,LIMD1,ENSP00000273317
1297,ABHD10,ENSP00000273359
1298,RABL3,ENSP00000273375
1299,ATP6V1A,ENSP00000273398
1300,ALDH1L1,ENSP00000273450
1301,FTH1,ENSP00000273550
1302,ENOPH1,ENSP00000273920
1303,GC,ENSP00000273951
1304,PYURF,ENSP00000273968
1305,TBCK,ENSP00000273980
1306,CISD2,ENSP00000273986
1307,SPATA5,ENSP00000274008
1308,FABP2,ENSP00000274024
1309,SETD7,ENSP00000274031
1310,NAF1,ENSP00000274054
1311,SFRP2,ENSP00000274063
1312,NDUFS6,ENSP00000274137
1313,OTULINL,ENSP00000274217
1314,RPL37,ENSP00000274242
1315,GZMA,ENSP00000274306
1316,PELO,ENSP00000274311
1317,HAPLN1,ENSP00000274341
1318,IQGAP2,ENSP00000274364
1319,RASA1,ENSP00000274376
1320,YIPF5,ENSP00000274496
1321,ARHGAP26,ENSP00000274498
1322,NHP2,ENSP00000274606
1323,ZMAT2,ENSP00000274712
1324,HIGD2A,ENSP00000274787
1325,MMUT,ENSP00000274813
1326,PPP1R18,ENSP00000274853
1327,PHIP,ENSP00000275034
1328,PM20D2,ENSP00000275072
1329,QKI,ENSP00000275262
1330,GGCT,ENSP00000275428
1331,EGFR,ENSP00000275493
1332,CCT6A,ENSP00000275603
1333,SLC12A9,ENSP00000275730
1334,TRIM4,ENSP00000275736
1335,ZC3HAV1L,ENSP00000275766
1336,NOM1,ENSP00000275820
1337,NONO,ENSP00000276079
1338,DOCK11,ENSP00000276202
1339,ATP6V1B2,ENSP00000276390
1340,BIN3,ENSP00000276416
1341,DOCK5,ENSP00000276440
1342,ARMC1,ENSP00000276569
1343,MRPS28,ENSP00000276585
1344,LACTB2,ENSP00000276590
1345,NDUFB9,ENSP00000276689
1346,TATDN1,ENSP00000276692
1347,PLIN2,ENSP00000276914
1348,FAM120A,ENSP00000277165
1349,LCN2,ENSP00000277480
1350,GLUD1,ENSP00000277865
1351,ADD3,ENSP00000277900
1352,HABP2,ENSP00000277903
1353,SORBS1,ENSP00000277984
1354,BCCIP,ENSP00000278100
1355,LIN7C,ENSP00000278193
1356,HSD17B12,ENSP00000278353
1357,SERPING1,ENSP00000278407
1358,SSRP1,ENSP00000278412
1359,TMX2,ENSP00000278422
1360,ENDOD1,ENSP00000278505
1361,ATM,ENSP00000278616
1362,AASDHPPT,ENSP00000278618
1363,LAMTOR1,ENSP00000278671
1364,ST14,ENSP00000278742
1365,MTA2,ENSP00000278823
1366,WDR74,ENSP00000278856
1367,MYL9,ENSP00000279022
1368,PIGT,ENSP00000279036
1369,LSM14B,ENSP00000279068
1370,AIP,ENSP00000279146
1371,FERMT3,ENSP00000279227
1372,PLCB3,ENSP00000279230
1373,MRPL49,ENSP00000279242
1374,CAPN1,ENSP00000279247
1375,VPS51,ENSP00000279281
1376,PPP4C,ENSP00000279387
1377,MIA2,ENSP00000280083
1378,HNMT,ENSP00000280097
1379,PDCD4,ENSP00000280154
1380,PRSS23,ENSP00000280258
1381,CCT5,ENSP00000280326
1382,DOCK1,ENSP00000280333
1383,DLAT,ENSP00000280346
1384,IL18,ENSP00000280357
1385,SEC24D,ENSP00000280551
1386,DENR,ENSP00000280557
1387,NGLY1,ENSP00000280700
1388,OXSM,ENSP00000280701
1389,TMEM263,ENSP00000280756
1390,ANK3,ENSP00000280772
1391,DSC2,ENSP00000280904
1392,FAM177A1,ENSP00000280987
1393,NDUFC2,ENSP00000281031
1394,NARS2,ENSP00000281038
1395,NUBPL,ENSP00000281081
1396,EPS8,ENSP00000281172
1397,ACAD8,ENSP00000281182
1398,VPS26B,ENSP00000281187
1399,QDPR,ENSP00000281243
1400,QTRT2,ENSP00000281273
1401,ACSL1,ENSP00000281455
1402,SLC25A4,ENSP00000281456
1403,NBAS,ENSP00000281513
1404,TJP1,ENSP00000281537
1405,GUF1,ENSP00000281543
1406,FARSB,ENSP00000281828
1407,RABGAP1L,ENSP00000281844
1408,MGAT5,ENSP00000281923
1409,HSPB8,ENSP00000281938
1410,ATP5F1A,ENSP00000282050
1411,PDK1,ENSP00000282077
1412,ANKRD44,ENSP00000282272
1413,ZFP36L2,ENSP00000282388
1414,SPARCL1,ENSP00000282470
1415,MBNL1,ENSP00000282486
1416,NIPBL,ENSP00000282516
1417,GPD1L,ENSP00000282541
1418,ITGA1,ENSP00000282588
1419,WASHC2A,ENSP00000282633
1420,GGPS1,ENSP00000282841
1421,PLOD2,ENSP00000282903
1422,NUBP1,ENSP00000283027
1423,SMARCA5,ENSP00000283131
1424,RANBP2,ENSP00000283195
1425,ATG3,ENSP00000283290
1426,TRAPPC8,ENSP00000283351
1427,LPCAT1,ENSP00000283415
1428,RPIA,ENSP00000283646
1429,VILL,ENSP00000283713
1430,GTF2E1,ENSP00000283875
1431,CFDP1,ENSP00000283882
1432,DDAH1,ENSP00000284031
1433,ERBIN,ENSP00000284037
1434,MSI2,ENSP00000284073
1435,THY1,ENSP00000284240
1436,OTULIN,ENSP00000284274
1437,TOMM70,ENSP00000284320
1438,CC2D1B,ENSP00000284376
1439,UCHL1,ENSP00000284440
1440,OLA1,ENSP00000284719
1441,PDLIM3,ENSP00000284771
1442,ELOC,ENSP00000284811
1443,CXADR,ENSP00000284878
1444,RABGEF1,ENSP00000284957
1445,MRPL39,ENSP00000284967
1446,ATP5PF,ENSP00000284971
1447,APP,ENSP00000284981
1448,XPC,ENSP00000285021
1449,MYO5B,ENSP00000285039
1450,ABCC3,ENSP00000285238
1451,AGPAT5,ENSP00000285518
1452,HSPA13,ENSP00000285667
1453,RHOC,ENSP00000285735
1454,NIFK,ENSP00000285814
1455,GEMIN5,ENSP00000285873
1456,AKR1B1,ENSP00000285930
1457,NUP205,ENSP00000285968
1458,CASP10,ENSP00000286186
1459,DEPTOR,ENSP00000286234
1460,SLC26A2,ENSP00000286298
1461,ATP1B3,ENSP00000286371
1462,SMC2,ENSP00000286398
1463,VBP1,ENSP00000286428
1464,VAMP7,ENSP00000286448
1465,GNAQ,ENSP00000286548
1466,KCNMA1,ENSP00000286627
1467,DCK,ENSP00000286648
1468,STOM,ENSP00000286713
1469,NAAA,ENSP00000286733
1470,CCT8,ENSP00000286788
1471,SCAF4,ENSP00000286835
1472,ATP5MPL,ENSP00000286953
1473,PCDH1,ENSP00000287008
1474,UQCRB,ENSP00000287022
1475,RPL30,ENSP00000287038
1476,CD109,ENSP00000287097
1477,PRG3,ENSP00000287143
1478,UBE2L6,ENSP00000287156
1479,AIFM1,ENSP00000287295
1480,KNG1,ENSP00000287611
1481,RBPMS,ENSP00000287771
1482,ODR4,ENSP00000287859
1483,PDPR,ENSP00000288050
1484,DDX19B,ENSP00000288071
1485,FCSK,ENSP00000288078
1486,DHRS1,ENSP00000288111
1487,MYO1E,ENSP00000288235
1488,APPL1,ENSP00000288266
1489,COQ5,ENSP00000288532
1490,KRTCAP3,ENSP00000288873
1491,MRPL17,ENSP00000288937
1492,NCK1,ENSP00000288986
1493,LRRFIP1,ENSP00000289175
1494,ACTR1B,ENSP00000289228
1495,EIF5B,ENSP00000289371
1496,CNOT11,ENSP00000289382
1497,ACSM3,ENSP00000289416
1498,NCF1,ENSP00000289473
1499,FCER1G,ENSP00000289902
1500,ARHGAP17,ENSP00000289968
1501,TMEM141,ENSP00000290079
1502,CELA3A,ENSP00000290122
1503,KPNB1,ENSP00000290158
1504,MRPL10,ENSP00000290208
1505,SCRN2,ENSP00000290216
1506,NCOA5,ENSP00000290231
1507,ELMO2,ENSP00000290246
1508,OGFR,ENSP00000290291
1509,ATP5PO,ENSP00000290299
1510,CBR1,ENSP00000290349
1511,CBR3,ENSP00000290354
1512,NPTN,ENSP00000290401
1513,MCAT,ENSP00000290429
1514,PSMB4,ENSP00000290541
1515,HK2,ENSP00000290573
1516,ALDH4A1,ENSP00000290597
1517,UBR1,ENSP00000290650
1518,CPNE2,ENSP00000290776
1519,NAE1,ENSP00000290810
1520,CBFB,ENSP00000290858
1521,CHCHD6,ENSP00000290913
1522,CTBP1,ENSP00000290921
1523,TPPP3,ENSP00000290942
1524,ATP6V0D1,ENSP00000290949
1525,ABR,ENSP00000291107
1526,SSU72,ENSP00000291386
1527,AP1M1,ENSP00000291439
1528,CCDC58,ENSP00000291458
1529,PDXK,ENSP00000291565
1530,CSTB,ENSP00000291568
1531,AGPAT3,ENSP00000291572
1532,S100B,ENSP00000291700
1533,SAFB,ENSP00000292123
1534,ETHE1,ENSP00000292147
1535,FLAD1,ENSP00000292180
1536,ANO10,ENSP00000292246
1537,AZGP1,ENSP00000292401
1538,NACC1,ENSP00000292431
1539,HK3,ENSP00000292432
1540,CPSF4,ENSP00000292476
1541,VPS28,ENSP00000292510
1542,CUX1,ENSP00000292538
1543,PGLYRP2,ENSP00000292609
1544,PSMC2,ENSP00000292644
1545,DCUN1D1,ENSP00000292782
1546,PCYT1A,ENSP00000292823
1547,ACOX1,ENSP00000293217
1548,CYGB,ENSP00000293230
1549,KRT8,ENSP00000293308
1550,STAT5B,ENSP00000293328
1551,ALDH16A1,ENSP00000293350
1552,PSME3,ENSP00000293362
1553,ITGA5,ENSP00000293379
1554,LSM12,ENSP00000293406
1555,LARP4,ENSP00000293618
1556,LEMD2,ENSP00000293760
1557,ALOX15,ENSP00000293761
1558,EIF4A1,ENSP00000293831
1559,LUC7L,ENSP00000293872
1560,FLYWCH2,ENSP00000293981
1561,NCKIPSD,ENSP00000294129
1562,NXF1,ENSP00000294172
1563,STX5,ENSP00000294179
1564,RPL29,ENSP00000294189
1565,SYVN1,ENSP00000294256
1566,ZFPL1,ENSP00000294258
1567,CZIB,ENSP00000294360
1568,USP24,ENSP00000294383
1569,DOCK6,ENSP00000294618
1570,AGL,ENSP00000294724
1571,VCAM1,ENSP00000294728
1572,NCSTN,ENSP00000294785
1573,PPP1R21,ENSP00000294952
1574,HAAO,ENSP00000294973
1575,CAPN2,ENSP00000295006
1576,MRPL55,ENSP00000295008
1577,MEMO1,ENSP00000295065
1578,DPY30,ENSP00000295066
1579,MAIP1,ENSP00000295079
1580,NUP35,ENSP00000295119
1581,WDR92,ENSP00000295121
1582,ACTG2,ENSP00000295137
1583,VSNL1,ENSP00000295156
1584,IWS1,ENSP00000295321
1585,GNPDA2,ENSP00000295448
1586,HNRNPDL,ENSP00000295470
1587,COL6A3,ENSP00000295550
1588,POGLUT1,ENSP00000295588
1589,ATP1A1,ENSP00000295598
1590,FSTL1,ENSP00000295633
1591,RNPEP,ENSP00000295640
1592,IGFBP7,ENSP00000295666
1593,ARPC2,ENSP00000295685
1594,CCT3,ENSP00000295688
1595,CHCHD4,ENSP00000295767
1596,STT3B,ENSP00000295770
1597,PRKCI,ENSP00000295797
1598,RETSAT,ENSP00000295802
1599,IFI16,ENSP00000295809
1600,FABP1,ENSP00000295834
1601,CDS1,ENSP00000295887
1602,THOC7,ENSP00000295899
1603,PSMD6,ENSP00000295901
1604,PTX3,ENSP00000295927
1605,MTMR14,ENSP00000296003
1606,PPBP,ENSP00000296028
1607,CPA3,ENSP00000296046
1608,GYG1,ENSP00000296048
1609,MRPL33,ENSP00000296102
1610,KIAA1143,ENSP00000296121
1611,PPP1CB,ENSP00000296122
1612,CLEC3B,ENSP00000296130
1613,LZTFL1,ENSP00000296135
1614,FYCO1,ENSP00000296137
1615,DTX3L,ENSP00000296161
1616,ITGB5,ENSP00000296181
1617,NMNAT3,ENSP00000296202
1618,OSBPL11,ENSP00000296220
1619,RPN1,ENSP00000296255
1620,RFC4,ENSP00000296273
1621,PBRM1,ENSP00000296302
1622,UBXN7,ENSP00000296328
1623,S100P,ENSP00000296370
1624,P3H1,ENSP00000296388
1625,METAP1,ENSP00000296411
1626,ADH5,ENSP00000296412
1627,BDH2,ENSP00000296424
1628,PGRMC2,ENSP00000296425
1629,APEH,ENSP00000296456
1630,HSPA4L,ENSP00000296464
1631,WDR82,ENSP00000296490
